question_text,question_type,topic,difficulty,explanation,option_a,option_b,option_c,option_d,correct_answers
Folgende Aussagen zur Delphi-Methode sind korrekt:,multiple_choice,Skript 6,hard,"Die Delphi-Methode nutzt mehrere verdeckte Schätzrunden, Rückkopplung und Diskussion, um Schätzungen verlässlicher zu machen.",Sie eignet sich bei hohem Fehlerrisiko von Schätzungen,Mehrere verdeckte Schätzrunden werden durchgeführt,Ausreißer können durch Diskussion und Wiederholung reduziert werden,Sie ist völlig aufwandsfrei und daher immer die billigste Methode,A|B|C
Folgende Schritte gehören zum Projektcontrolling-Steuerungszyklus:,multiple_choice,Skript 6,medium,"Der Zyklus umfasst Ist-Werte, Soll-Ist-Vergleich, Abweichungsanalyse, Korrekturmaßnahmen und ggf. Planrevision.",Ist-Werte erfassen,Soll-Ist-Vergleich durchführen,Abweichungsanalyse durchführen,Korrekturmaßnahmen planen und durchführen,A|B|C|D
Folgende Aussagen zum Projektcontrolling nach DIN-orientierter Darstellung sind korrekt:,multiple_choice,Skript 6,hard,"Projektcontrolling sichert Zielerreichung über Ist-Daten, Soll-Ist-Vergleich, Abweichungsanalyse, Bewertung und Maßnahmensteuerung.",Ist-Datenerfassung gehört dazu,Soll-Ist-Vergleich gehört dazu,Analyse und Bewertung von Abweichungen gehören dazu,Maßnahmenplanung und Steuerung der Maßnahmen gehören dazu,A|B|C|D
Folgende Fragen sind bei der Vorbereitung des Projektcontrollings zu klären:,multiple_choice,Skript 6,medium,"Zu klären sind Überwachungsumfang, Rollen, Berichtswege, Hol-/Bring-Schuld und Ist-Wert-Erfassung.",Was soll überwacht werden?,"Wer berichtet wann, was und in welcher Form?",Gilt Hol- oder Bring-Schuld?,Wie werden Ist-Werte einheitlich erfasst?,A|B|C|D
Folgende Aussagen zur Earned Value Analyse sind korrekt:,multiple_choice,Skript 6,hard,"EVA überwacht Termin- und Kostentreue, prognostiziert Kosten und Endtermin, ist aber aufwendig und bei klar definiertem Leistungsumfang sinnvoll.",Sie kann Termin- und Kostentreue überwachen,Sie kann Prognosen zu Gesamtkosten und Endtermin unterstützen,Sie kann als Frühwarnsystem dienen,Sie ist bei völlig offenem Leistungsumfang ohne Aufwand immer ideal,A|B|C
Folgende Aussagen zu CPI und SPI in der Earned Value Analyse sind korrekt:,multiple_choice,Skript 6,hard,SPI und CPI setzen Earned Value zu Plan-Aufwand beziehungsweise Ist-Kosten in Beziehung; Werte unter 1 deuten auf Probleme hin.,SPI ist Earned Value geteilt durch Plan-Aufwand,CPI ist Earned Value geteilt durch Ist-Kosten,Ein Wert unter 1 kann auf Überbudget oder Zeitverzug hindeuten,Ein Wert größer 1 bedeutet zwingend Projektabbruch,A|B|C
Folgende Korrekturmaßnahmen bei Abweichungen werden in den Folien genannt:,multiple_choice,Skript 6,medium,"Korrekturmaßnahmen können mehr Personal, Überstunden, externe Vergabe, Scope-Reduktion oder Terminverschiebung sein.",Mehr Mitarbeiter einsetzen,Überstunden,Teilaufträge extern vergeben,Reduzierung von Leistungsumfang beziehungsweise Qualität oder Terminverschiebung,A|B|C|D
Folgende Aussagen zur Revision der Planung sind korrekt:,multiple_choice,Skript 6,hard,"Wenn Abweichungen nicht auffangbar sind oder neue Erkenntnisse Planvorgaben hinfällig machen, sind Leistung, Kosten oder Termine zu revidieren.",Leistungsergebnis kann revidiert werden,Kosten können revidiert werden,Termine können revidiert werden,Eine Revision darf auch bei überholten Planvorgaben niemals stattfinden,A|B|C
Folgende Aussagen zur Projektdokumentation sind korrekt:,multiple_choice,Skript 6,medium,"Projektdokumentation sammelt wesentliche Unterlagen zentral, unterstützt Information und Audits und wird nach Abschluss archiviert.",Sie ist eine systematische Sammlung wesentlicher Unterlagen,Wichtige Dokumente sollten zentral geführt werden,Sie ist relevant für mögliche Projekt-Audits,Nach Abschluss werden Dokumente archiviert,A|B|C|D
Folgende Dokumente können zur Projektdokumentation gehören:,multiple_choice,Skript 6,medium,"Die Folien nennen Projektziele, Pflichtenheft, Lastenheft, Verträge, Protokolle und Planungsunterlagen.","Projektziele, Pflichtenheft und Lastenheft",Verträge und Protokolle,Projektstrukturplan und Projektorganigramm,"Ablaufplan, Terminplan, Kostenplan und Budget-/Finanzplan",A|B|C|D
Folgende Projektberichte werden in den Folien unterschieden:,multiple_choice,Skript 6,easy,"Genannt werden Projekt-Statusbericht, Projekt-Sonderbericht und Projekt-Abschlussbericht.",Projekt-Statusbericht,Projekt-Sonderbericht,Projekt-Abschlussbericht,Privater Urlaubsbericht ohne Projektbezug,A|B|C
Folgende Aussagen zum Projektabschluss sind korrekt:,multiple_choice,Skript 6,medium,"Projektabschluss ist das formale Ende; mögliche Formen sind ordentlicher Abschluss, Abbruch, Aushöhlung oder Ausdehnung.",Ordnungsgemäßer Abschluss ist möglich,Projektabbruch ist möglich,Projektaushöhlung oder Projektausdehnung können auftreten,Der Projektabschluss ist immer identisch mit dem ersten Kickoff,A|B|C
Folgende Aufgaben gehören zur Projektabnahme und Abschlusssitzung:,multiple_choice,Skript 6,hard,"Projektabnahme prüft Zielerreichung und Erwartungen; die Abschlusssitzung analysiert Ergebnisse, Kosten, Verlauf und Lessons Learned.","Prüfen, ob die im Projektauftrag definierten Ziele erreicht wurden","Prüfen, ob Ergebnisse den Erwartungen entsprechen",Abschlusskalkulation und Analyse des Projektverlaufs,Erfahrungen als Lessons Learned weitergeben,A|B|C|D
Folgende Inhalte gehören typischerweise in einen Projektabschlussbericht:,multiple_choice,Skript 6,medium,"Der Abschlussbericht fasst Aufgaben, Ergebnisse, Zeit-, Kosten- und Personalaufwand sowie mögliche Anschlussprojekte zusammen.",Zusammenfassende Darstellung von Aufgaben,Darstellung erzielter Ergebnisse,"Zeit-, Kosten- und Personalaufwand",Hinweise auf mögliche Anschlussprojekte,A|B|C|D
